,0,1,2
0,PFDN2,VBP1,0.9313674569129944
1,PFDN2,PFDN5,0.9908042550086976
2,PFDN2,PFDN6,0.9996175765991212
3,PFDN2,PFDN4,0.9866193532943726
4,PFDN2,HDAC1,0.7607612609863281
5,PFDN2,PDRG1,0.9993412494659424
6,PFDN2,UXT,0.9974387884140016
7,PFDN2,URI1,0.9997596740722656
8,PFDN2,POLR2E,0.9874523878097534
9,PFDN2,PFDN1,0.9570698738098145
10,PFDN2,RPAP3,0.9978815913200378
11,PFDN2,WDR92,0.995742917060852
12,PFDN2,PIH1D1,0.9931789636611938
13,PFDN2,CCT8,0.6206302046775818
14,PFDN2,RUVBL2,0.997702419757843
15,PFDN2,TCP1,0.8683405518531799
16,PFDN2,POLR2C,0.9853239059448242
17,PFDN2,RUVBL1,0.9969457387924194
18,PFDN2,PPP1CA,0.9604614973068236
19,PFDN2,POLR3B,0.6851013898849487
20,PFDN2,POLR2A,0.9157027006149292
21,PFDN2,POLR2H,0.9697531461715698
22,PFDN2,POLR1C,0.9669468402862548
23,PFDN2,POLR3A,0.9992914199829102
24,PFDN2,POLR1A,0.998813271522522
25,PFDN2,SLMAP,0.7366008758544922
26,PFDN2,SNRNP40,0.8716047406196594
27,PFDN2,WDR61,0.6850261688232422
28,PFDN2,FLNA,0.9798478484153748
29,PFDN2,DYNC1I2,0.705355167388916
30,PFDN2,TUBB,0.54328453540802
31,PFDN2,MCM2,0.6855406761169434
32,PFDN2,HDAC2,0.9923371076583862
33,PFDN2,PPP1CC,0.9861682653427124
34,PFDN4,GNB2,0.5685299038887024
35,PFDN4,VBP1,0.999797523021698
36,PFDN4,PFDN5,0.994764804840088
37,PFDN4,PFDN6,0.9999152421951294
38,PFDN4,PDRG1,0.8809027671813965
39,PFDN4,PFDN1,0.9985743761062622
40,PFDN4,UXT,0.9153931736946106
41,PFDN4,WDR61,0.6087308526039124
42,PFDN4,FLNA,0.5790020823478699
43,PFDN4,TUBB,0.5240479707717896
44,PFDN4,UBA1,0.9368698000907898
45,CCT2,GNB2,0.5959314107894897
46,CCT2,TUBB2B,0.692058801651001
47,CCT2,HDAC1,0.7963114976882935
48,CCT2,TCP1,0.9998046159744264
49,CCT2,CCT8,0.9992427825927734
50,CCT2,CCT7,0.9997904300689696
51,CCT2,CCT6A,0.9995746612548828
52,CCT2,CCT5,0.999537706375122
53,CCT2,CCT4,0.9998759031295776
54,CCT2,CCT3,0.9994747638702391
55,CCT2,PIH1D1,0.524330198764801
56,CCT2,WDR92,0.9026787877082824
57,CCT2,CCT6B,0.9997791051864624
58,CCT2,CDC5L,0.933648943901062
59,CCT2,EFTUD2,0.9751092195510864
60,CCT2,PRPF8,0.6912925839424133
61,CCT2,DNAJA1,0.9633931517601012
62,CCT2,EEF1D,0.9994109869003296
63,CCT2,DTL,0.7878904342651367
64,CCT2,TRIM28,0.6213842630386353
65,CCT2,SF3B3,0.9739329814910888
66,CCT2,DYNC1I2,0.906757652759552
67,CCT2,TUBB,0.5172548890113831
68,CCT2,RPS3,0.8748313188552856
69,CCT2,TXNDC9,0.5338748693466187
70,CCT2,DCAF11,0.6302209496498108
71,CCT2,BUB3,0.5228901505470276
72,CCT2,MCM2,0.894601583480835
73,CCT2,TUBA1B,0.7158952951431274
74,CCT2,SSR1,0.7939971685409546
75,CCT7,GNB2,0.6720263361930847
76,CCT7,TUBB2B,0.6098572015762329
77,CCT7,HDAC1,0.9087807536125184
78,CCT7,TCP1,0.999606728553772
79,CCT7,CCT8,0.99958598613739
80,CCT7,CCT3,0.999859631061554
81,CCT7,CCT4,0.9997045397758484
82,CCT7,CCT5,0.9997652173042296
83,CCT7,CCT6A,0.99970281124115
84,CCT7,CCT6B,0.999558448791504
85,CCT7,WDR92,0.8958553075790405
86,CCT7,CDC5L,0.9570590257644652
87,CCT7,EFTUD2,0.9774825572967528
88,CCT7,PRPF8,0.7507653832435608
89,CCT7,EEF1D,0.9992883205413818
90,CCT7,ENO1,0.7765516042709351
91,CCT7,DTL,0.9908127784729004
92,CCT7,TRIM28,0.9260367155075072
93,CCT7,DYNC1I2,0.7816194295883179
94,CCT7,TXNDC9,0.9903243780136108
95,CCT7,DCAF11,0.5906125903129578
96,CCT7,MCM2,0.9089235067367554
97,CCT7,PDCL,0.999298334121704
98,THOC3,TCP1,0.8417534828186035
99,THOC3,CCT3,0.8324673771858215
100,THOC3,CCT4,0.8127748966217041
101,THOC3,CCT6A,0.8353067636489868
102,THOC3,CCT6B,0.913008749485016
103,TCP1,GNB2,0.8279539346694946
104,TCP1,HDAC1,0.9133345484733582
105,TCP1,CCT3,0.9998496174812316
106,TCP1,CCT4,0.9999117255210876
107,TCP1,CCT5,0.9996017217636108
108,TCP1,CCT6A,0.999778151512146
109,TCP1,CCT6B,0.9996408224105836
110,TCP1,CCT8,0.999886691570282
111,TCP1,WDR92,0.8625314235687256
112,TCP1,PIH1D1,0.7645511627197266
113,TCP1,CDC5L,0.8284575939178467
114,TCP1,EFTUD2,0.9839717149734496
115,TCP1,ACTL6A,0.5705786943435669
116,TCP1,RPAP2,0.9590778350830078
117,TCP1,GPN1,0.9907431602478028
118,TCP1,PRPF8,0.8663908839225769
119,TCP1,DTL,0.9810922145843506
120,TCP1,TRIM28,0.7750303149223328
121,TCP1,DYNC1I2,0.9167193174362184
122,TCP1,TUBB,0.5548142194747925
123,TCP1,PDCD5,0.9983229637145996
124,TCP1,RPS3,0.9403983950614928
125,TCP1,TXNDC9,0.5627883672714233
126,TCP1,DCAF11,0.5963782668113708
127,TCP1,BUB3,0.6297570466995239
128,TCP1,MCM2,0.8650235533714294
129,TCP1,PDCL,0.8982300758361816
130,TCP1,SSR1,0.7495689392089844
131,TCP1,HDAC2,0.5437796711921692
132,TCP1,RPN1,0.6018545627593994
133,TCP1,COPA,0.7867807149887085
134,TCP1,DNAJA2,0.674500048160553
135,CCT3,HDAC1,0.910913586616516
136,CCT3,CCT8,0.9996718168258668
137,CCT3,CCT6A,0.999842643737793
138,CCT3,CCT5,0.9997936487197876
139,CCT3,CCT4,0.9998606443405152
140,CCT3,CCT6B,0.9995927810668944
141,CCT3,WDR92,0.9643468260765076
142,CCT3,CDC5L,0.9895304441452026
143,CCT3,EFTUD2,0.979787826538086
144,CCT3,POLR1C,0.9852936863899232
145,CCT3,PRPF8,0.8771032691001892
146,CCT3,DNAJA1,0.9800740480422974
147,CCT3,DTL,0.9748197793960572
148,CCT3,TRIM28,0.8429313898086548
149,CCT3,DYNC1I2,0.8977831602096558
150,CCT3,CAD,0.965872883796692
151,CCT3,TXNDC9,0.9687592387199402
152,CCT3,DCAF11,0.5875093340873718
153,CCT3,MCM2,0.9325532913208008
154,CCT3,PDCL,0.8866361379623413
155,CCT3,HDAC2,0.6090855598449707
156,CCT4,GNB2,0.7118659615516663
157,CCT4,HDAC1,0.7711559534072876
158,CCT4,CCT8,0.9997899532318116
159,CCT4,CCT6A,0.999836802482605
160,CCT4,CCT5,0.9998127818107604
161,CCT4,CCT6B,0.9996569156646729
162,CCT4,WDR92,0.9320245981216432
163,CCT4,CDC5L,0.8499178290367126
164,CCT4,GPN1,0.9911453723907472
165,CCT4,DTL,0.9815475940704346
166,CCT4,XPO1,0.8670867681503296
167,CCT4,CAD,0.9470959305763244
168,CCT4,TXNDC9,0.9496309757232666
169,CCT4,DCAF11,0.5999950170516968
170,CCT4,MCM2,0.922153115272522
171,CCT4,SSR1,0.8123730421066284
172,CCT4,DNAJA2,0.6831656098365784
173,CCT5,GNB2,0.8687468767166138
174,CCT5,HDAC1,0.8517524600028992
175,CCT5,CCT8,0.999975323677063
176,CCT5,CCT6A,0.9997985363006592
177,CCT5,CCT6B,0.9999090433120728
178,CCT5,RPAP3,0.8723381757736206
179,CCT5,WDR92,0.8421250581741333
180,CCT5,CDC5L,0.8808575868606567
181,CCT5,RPAP2,0.9868150949478148
182,CCT5,GPN1,0.9292492866516112
183,CCT5,DTL,0.9684923887252808
184,CCT5,TRIM28,0.5083857774734497
185,CCT5,XPO1,0.9104113578796388
186,CCT5,AHNAK,0.7507020235061646
187,CCT5,TXNDC9,0.9050173163414
188,CCT5,DCAF11,0.6805458664894104
189,CCT5,MCM2,0.93859601020813
190,CCT5,PDCL,0.9901809692382812
191,CCT5,SSR1,0.7945265173912048
192,CCT6A,GNB2,0.7105836272239685
193,CCT6A,HDAC1,0.7330343723297119
194,CCT6A,CCT8,0.9997901916503906
195,CCT6A,CCT6B,0.9998539090156556
196,CCT6A,WDR92,0.9616569876670836
197,CCT6A,CDC5L,0.9698947668075562
198,CCT6A,GPN1,0.982114553451538
199,CCT6A,DNAJA1,0.9701793789863586
200,CCT6A,EEF1D,0.9987967014312744
201,CCT6A,TECR,0.8760604858398438
202,CCT6A,SF3B1,0.9809314012527466
203,CCT6A,CAD,0.846581220626831
204,CCT6A,TXNDC9,0.9396124482154846
205,CCT6A,DCAF11,0.5177523493766785
206,CCT6A,MCM2,0.9101679921150208
207,CCT6B,GNB2,0.537116289138794
208,CCT6B,HDAC1,0.9470105171203612
209,CCT6B,CCT8,0.9994446039199828
210,CCT6B,WDR92,0.8753708600997925
211,CCT6B,DNAJA1,0.9795106649398804
212,CCT6B,DTL,0.9920480251312256
213,CCT6B,TXNDC9,0.8893206715583801
214,CCT6B,DCAF11,0.6006424427032471
215,CCT6B,MCM2,0.9657955169677734
216,GNB2,PFDN1,0.6157538890838623
217,GNB2,VBP1,0.7093240022659302
218,GNB2,PFDN5,0.6691551208496094
219,GNB2,PDRG1,0.5986597537994385
220,GNB2,CCT8,0.7731777429580688
221,PFDN1,VBP1,0.9979592561721802
222,PFDN1,PFDN5,0.995919942855835
223,PFDN1,PFDN6,0.998477339744568
224,VBP1,PDRG1,0.8967259526252747
225,VBP1,PFDN5,0.9995635747909546
226,VBP1,PFDN6,0.9996680617332458
227,VBP1,CCT8,0.503324568271637
228,VBP1,WDR61,0.6110198497772217
229,VBP1,DYNC1I2,0.616922914981842
230,VBP1,TUBB,0.7932931184768677
231,VBP1,UBA1,0.82074373960495
232,PFDN5,PDRG1,0.8900734186172485
233,PFDN5,PFDN6,0.9998356103897096
234,PFDN5,UXT,0.8024518489837646
235,PFDN5,FLNA,0.8698368668556213
236,PFDN5,TUBB,0.7105934619903564
237,PFDN6,POLR2E,0.991275191307068
238,PFDN6,RPAP3,0.9987518787384032
239,PFDN6,UXT,0.9983782768249512
240,PFDN6,WDR92,0.9937743544578552
241,PFDN6,PDRG1,0.9998880624771118
242,PFDN6,PIH1D1,0.9968394637107848
243,PFDN6,RUVBL2,0.9984620213508606
244,PFDN6,HDAC1,0.8451159000396729
245,PFDN6,URI1,0.999653160572052
246,PFDN6,RUVBL1,0.9988996982574464
247,PFDN6,PPP1CA,0.9317469596862792
248,PFDN6,POLR3B,0.5009071230888367
249,PFDN6,POLR1C,0.9322119951248168
250,PFDN6,POLR3A,0.9997158646583556
251,PFDN6,POLR1A,0.998896300792694
252,PFDN6,SLMAP,0.6801429390907288
253,PFDN6,SNRNP40,0.9230152368545532
254,PFDN6,WDR61,0.8555386066436768
255,PFDN6,DYNC1I2,0.567285418510437
256,PFDN6,TUBB,0.7389349937438965
257,PFDN6,PPP1CC,0.9688223004341124
258,PFDN6,HNRNPH1,0.5815193057060242
259,PDRG1,PIH1D1,0.9970383048057556
260,PDRG1,URI1,0.9990628957748412
261,PDRG1,UXT,0.9980881810188292
262,PDRG1,RUVBL1,0.9965083003044128
263,PDRG1,RUVBL2,0.99786376953125
264,PDRG1,POLR2E,0.9942604899406432
265,PDRG1,RPAP3,0.999078929424286
266,PDRG1,WDR92,0.9959230422973632
267,PDRG1,POLR2C,0.872189998626709
268,PDRG1,EFTUD2,0.5470177531242371
269,PDRG1,RPAP2,0.551284670829773
270,PDRG1,SNRNP200,0.5863264203071594
271,PDRG1,PPP1CA,0.7884587049484253
272,PDRG1,POLR3E,0.5443779230117798
273,PDRG1,POLR3B,0.742986261844635
274,PDRG1,POLR2H,0.8483973741531372
275,PDRG1,POLR1C,0.9355796575546264
276,PDRG1,POLR3A,0.9993771314620972
277,PDRG1,PRPF8,0.8876614570617676
278,PDRG1,POLR2B,0.8052722811698914
279,PDRG1,POLR1A,0.9985930919647216
280,PDRG1,PPP1CC,0.9752540588378906
281,CCT8,HDAC1,0.9374743700027466
282,CCT8,WDR92,0.9617303609848022
283,CCT8,PIH1D1,0.5729911923408508
284,CCT8,CDC5L,0.9983690977096558
285,CCT8,EFTUD2,0.7282713651657104
286,CCT8,GPN1,0.9523675441741944
287,CCT8,PRPF8,0.5288571715354919
288,CCT8,DTL,0.9190400838851928
289,CCT8,LARS,0.565243124961853
290,CCT8,VDAC1,0.6765565276145935
291,CCT8,DYNC1I2,0.9346089959144592
292,CCT8,TUBB,0.6339374780654907
293,CCT8,CAD,0.982641339302063
294,CCT8,MCM2,0.9891613125801086
295,CCT8,RPN1,0.531423807144165
296,URI1,UXT,0.9986852407455444
297,URI1,PIH1D1,0.9971513748168944
298,URI1,RUVBL1,0.997023582458496
299,URI1,RUVBL2,0.997736155986786
300,URI1,RPAP3,0.998711109161377
301,URI1,WDR92,0.9928488731384276
302,URI1,HSP90AA1,0.6259192228317261
303,URI1,MRE11,0.5127986669540405
304,URI1,RPAP2,0.995028018951416
305,URI1,GPN1,0.9599456787109376
306,URI1,PPP1CA,0.9694923162460328
307,URI1,POLR3E,0.9652647376060486
308,URI1,POLR3B,0.6440709829330444
309,URI1,POLR2A,0.8707464337348938
310,URI1,POLR1C,0.9847202897071838
311,URI1,POLR2E,0.9811089634895324
312,URI1,POLR3A,0.9993124008178712
313,URI1,ASDURF,0.9959502220153807
314,URI1,PRPF8,0.977484166622162
315,URI1,POLR2B,0.9719532132148744
316,URI1,POLR1A,0.9986845254898072
317,URI1,TRIM28,0.7238281965255737
318,URI1,HNRNPL,0.5830199122428894
319,URI1,WDR77,0.6638275980949402
320,URI1,PSMD2,0.9637871980667114
321,URI1,POLR1D,0.5574060678482056
322,URI1,MYH9,0.7298733592033386
323,URI1,PPP1CC,0.9793508648872375
324,RPAP3,UXT,0.995264768600464
325,RPAP3,PIH1D1,0.7882911562919617
326,RPAP3,WDR92,0.815693736076355
327,RPAP3,HSP90AA1,0.8697953224182129
328,RPAP3,RUVBL1,0.9362788200378418
329,RPAP3,RUVBL2,0.8931984901428223
330,RPAP3,POLR2C,0.8518370389938354
331,RPAP3,EFTUD2,0.595608115196228
332,RPAP3,DPCD,0.8720385432243347
333,RPAP3,RPAP2,0.8981269598007202
334,RPAP3,POLR2A,0.9350878596305848
335,RPAP3,POLR2H,0.5533863306045532
336,RPAP3,POLR1C,0.8862277269363403
337,RPAP3,POLR3D,0.7403228878974915
338,RPAP3,POLR2E,0.9989243745803832
339,RPAP3,POLR3A,0.7441990375518799
340,RPAP3,PRPF8,0.5135307312011719
341,RPAP3,POLR2B,0.7686557769775391
342,RPAP3,POLR1A,0.691763699054718
343,RPAP3,ANAPC2,0.9921974539756776
344,RPAP3,PHGDH,0.5540124177932739
345,RPAP3,ACTR1A,0.9223535060882568
346,RPAP3,HSP90AB1,0.6240866780281067
347,UXT,PIH1D1,0.9947850704193116
348,UXT,RUVBL1,0.9949375987052916
349,UXT,RUVBL2,0.991879940032959
350,UXT,WDR92,0.9754256010055542
351,UXT,RPAP2,0.9769601821899414
352,UXT,PPP1CA,0.9834280014038086
353,UXT,POLR3E,0.6930660009384155
354,UXT,POLR3B,0.5773239731788635
355,UXT,POLR2A,0.9765684604644777
356,UXT,POLR2H,0.9940690994262696
357,UXT,POLR3D,0.9163095951080322
358,UXT,POLR2E,0.9921978712081908
359,UXT,POLR3A,0.998342752456665
360,UXT,ASDURF,0.9890881776809692
361,UXT,POLR1A,0.9975237846374512
362,UXT,PPP1CC,0.9889334440231324
363,POLR2E,PIH1D1,0.9981897473335266
364,POLR2E,WDR92,0.9971455335617064
365,POLR2E,RUVBL1,0.9954132437705994
366,POLR2E,RUVBL2,0.9952119588851928
367,POLR2E,POLR1A,0.9989455342292786
368,POLR2E,PHB,0.9170995950698853
369,WDR92,PIH1D1,0.7984671592712402
370,WDR92,RUVBL1,0.6087713837623596
371,WDR92,RUVBL2,0.6322222948074341
372,WDR92,POLR2C,0.979561448097229
373,WDR92,EFTUD2,0.8166160583496094
374,WDR92,DPCD,0.5879355072975159
375,WDR92,RPAP2,0.9550848007202148
376,WDR92,ZNHIT2,0.8611367344856262
377,WDR92,PPP1CA,0.7739070653915405
378,WDR92,POLR3E,0.8152592182159424
379,WDR92,POLR2A,0.9732476472854614
380,WDR92,POLR2H,0.7982691526412964
381,WDR92,POLR1C,0.8564736247062683
382,WDR92,POLR3D,0.5544692277908325
383,WDR92,POLR3A,0.893444299697876
384,WDR92,PRPF8,0.9756775498390198
385,WDR92,POLR2B,0.585735559463501
386,WDR92,POLR1A,0.9848445653915404
387,WDR92,PPP1CC,0.6590145826339722
388,PIH1D1,RUVBL1,0.805762767791748
389,PIH1D1,RUVBL2,0.797305703163147
390,PIH1D1,HSP90AA1,0.8603503704071045
391,PIH1D1,NCKAP1,0.9364222288131714
392,PIH1D1,CYFIP1,0.9886927008628844
393,PIH1D1,HSPA4L,0.5666254162788391
394,PIH1D1,POLR2C,0.632788896560669
395,PIH1D1,EFTUD2,0.6418709754943848
396,PIH1D1,PPP2R2A,0.8149799108505249
397,PIH1D1,RPAP2,0.9365920424461364
398,PIH1D1,SNRNP200,0.5736171007156372
399,PIH1D1,POLR3B,0.5498844385147095
400,PIH1D1,POLR2A,0.8106547594070435
401,PIH1D1,POLR1C,0.7192308902740479
402,PIH1D1,POLR3D,0.6666181683540344
403,PIH1D1,POLR3A,0.5773545503616333
404,PIH1D1,POLR2B,0.937596082687378
405,PIH1D1,POLR1A,0.760778546333313
406,PIH1D1,DNAJA1,0.671257495880127
407,PIH1D1,EEF1D,0.6170036792755127
408,PIH1D1,PSMA4,0.8629207611083984
409,PIH1D1,MYL6,0.6811385154724121
410,PIH1D1,PRDX6,0.7347115278244019
411,PIH1D1,NUDT21,0.6050952672958374
412,PIH1D1,TPI1,0.8925670385360718
413,PIH1D1,PSMA7,0.6028763055801392
414,PIH1D1,PSMB5,0.6023149490356445
415,PIH1D1,PSMA1,0.5697757601737976
416,PIH1D1,PRDX4,0.6221864819526672
417,PIH1D1,SLC25A6,0.86354660987854
418,PIH1D1,HNRNPC,0.993274450302124
419,PIH1D1,ALDOA,0.9115394949913024
420,PIH1D1,EIF3E,0.507750928401947
421,PIH1D1,SMARCD1,0.9596858620643616
422,PIH1D1,ATP5F1A,0.850256085395813
423,PIH1D1,SYNCRIP,0.7225707769393921
424,PIH1D1,PFKP,0.806560754776001
425,PIH1D1,EIF3B,0.5876864790916443
426,PIH1D1,COPB2,0.9588842391967772
427,PIH1D1,GART,0.813313364982605
428,PIH1D1,DHX9,0.6379925012588501
429,PIH1D1,HCFC1,0.8658835291862488
430,PIH1D1,SPTBN1,0.9876240491867064
431,PIH1D1,NME1,0.6603443622589111
432,PIH1D1,SF3B1,0.7983275651931763
433,PIH1D1,SNRPD1,0.7845821976661682
434,PIH1D1,HNRNPU,0.5202956199645996
435,PIH1D1,HNRNPL,0.9923012256622314
436,PIH1D1,FLNB,0.7678992748260498
437,PIH1D1,FLNA,0.7200614213943481
438,PIH1D1,NPM1,0.7319485545158386
439,PIH1D1,PHGDH,0.84244304895401
440,PIH1D1,ACTR1A,0.7784032225608826
441,PIH1D1,HSP90AB1,0.7815321683883667
442,PIH1D1,IQGAP1,0.5572836995124817
443,PIH1D1,CAD,0.5019077658653259
444,PIH1D1,KPNB1,0.6664144992828369
445,PIH1D1,AHNAK,0.5925251245498657
446,PIH1D1,HSPA8,0.6367836594581604
447,PIH1D1,ACTR2,0.5358730554580688
448,PIH1D1,TUBA1B,0.5291086435317993
449,PIH1D1,COPA,0.9250130653381348
450,PIH1D1,POLR1D,0.53240966796875
451,PIH1D1,MYH9,0.5601844787597656
452,RUVBL2,MAP1B,0.953961968421936
453,RUVBL2,RUVBL1,0.9988930225372314
454,RUVBL2,ACTL6A,0.9852269887924194
455,RUVBL2,DPCD,0.9610029458999634
456,RUVBL2,PPP1CA,0.5992106199264526
457,RUVBL2,POLR2A,0.9615561962127686
458,RUVBL2,POLR2H,0.9037160873413086
459,RUVBL2,POLR3A,0.9404784440994264
460,RUVBL2,POLR2B,0.7137874364852905
461,RUVBL2,POLR1A,0.8810359239578247
462,RUVBL2,TRIM28,0.7047494053840637
463,RUVBL2,HNRNPU,0.6087687015533447
464,RUVBL2,ILF2,0.8156665563583374
465,RUVBL2,CAD,0.9081047773361206
466,RUVBL2,CCAR2,0.6191218495368958
467,RUVBL2,CHD4,0.9835622310638428
468,RUVBL2,HDAC2,0.9689918160438538
469,RUVBL2,PPP1CC,0.8789477348327637
470,TUBB4B,RUVBL1,0.6628957986831665
471,TUBB4B,ABI1,0.6963174939155579
472,RUVBL1,EFTUD2,0.6321474313735962
473,RUVBL1,TANGO6,0.5574654936790466
474,RUVBL1,EEA1,0.9484547972679138
475,RUVBL1,ACTL6A,0.9717949628829956
476,RUVBL1,DPCD,0.8850929737091064
477,RUVBL1,SNRNP200,0.5181237459182739
478,RUVBL1,POLR1C,0.9223135113716124
479,RUVBL1,POLR3A,0.7120460271835327
480,RUVBL1,PRPF8,0.8612045049667358
481,RUVBL1,POLR1A,0.8815106153488159
482,RUVBL1,TRIM28,0.9247676730155944
483,RUVBL1,DCTN2,0.910801887512207
484,RUVBL1,PSMC3,0.9718729257583618
485,RUVBL1,PABPC1,0.8232334852218628
486,RUVBL1,SMARCC2,0.9717528820037842
487,RUVBL1,NUMA1,0.9885802268981934
488,RUVBL1,PSMC6,0.901031732559204
489,RUVBL1,IQGAP1,0.9904520511627196
490,RUVBL1,TUBB,0.5812801718711853
491,RUVBL1,ILF2,0.5112958550453186
492,RUVBL1,CAD,0.8682471513748169
493,RUVBL1,KPNB1,0.6451621651649475
494,RUVBL1,RBM39,0.691316545009613
495,RUVBL1,PPP1CC,0.90362948179245
496,TUBB,ABI1,0.6857408285140991
